ID,DSE01,DSE02,DSE03,DSE04,DSE05,DSE06,DSE07,DSE08,DSE09,DSE10,HAB01,HAB02,HAB03,HAB041,HAB042,HAB043,HAB044,HAB045,HAB046,ULV01,ULV02,ULV03,UVL04,ULV05,ULV06,ULV07,ULV08,ULV09,ACD1,ACD02,RAN01,RAN02,RAN03,JOG101,CAP101,JOG102,CAP102,JOG103,CAP103,JOG104,CAP104,JOG105,CAP105,JOG106,CAP106,JOG107,CAP107,JOG108,CAP108,JOG109,CAP109,JOG201,CAP201,JOG202,CAP202,JOG203,CAP203,JOG204,CAP204,JOG205,CAP205,JOG206,CAP206,JOG207,CAP207,JOG208,CAP208,JOG209,CAP209,JOG301,CAP301,JOG302,CAP302,JOG303,CAP303,JOG304,CAP304,JOG305,CAP305,JOG306,CAP306,JOG307,CAP307,JOG308,CAP308,JOG309,CAP309,DEB01,DEB02,DEB03,COM011,COM012,COM013,COM014,COM015,COM016,COM017,COM021,COM022,COM023,COM024,COM025,COM03,FNT01,interviewtime
1288,11,A2,3,7,3,1,5,4,1,NA,7,1,A1,Y,,,,,,A2,11,19,1,2,A2,A1,A1,A1,NA,2,2,1,NA,A3,7,A3,8,A2,6,A3,6,A2,7,A3,8,A2,7,A3,8,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,Y,Y,,,5,3,1,4,2,5,2,717.56
1289,15,A2,5,6,1,2,7,2,3,2,1,1,A1,,Y,,,,,A1,15,6,2,2,A1,A1,A2,A2,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,6,A2,7,A3,7,A2,10,A3,8,A3,10,A2,8,1,1,2,,Y,Y,,Y,,,5,2,1,4,3,3,1,664.83
1291,7,A2,4,7,1,2,8,3,3,1,4,2,A1,,Y,,,Y,,A2,7,24,5,10,A1,A1,A1,A3,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,1,5,4,2,3,4,1,15918.3
1294,11,A2,4,7,1,2,7,1,1,NA,2,1,A1,Y,,,,,,A2,11,11,1,2,A2,A1,A1,A3,NA,2,2,1,NA,A3,10,A3,10,A2,10,A3,10,A3,7,A3,10,A2,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,Y,,,,5,2,1,3,4,4,2,633.74
1295,26,A1,5,7,1,2,6,3,4,1,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,2,2,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,6,A2,10,A2,8,A2,8,A3,10,A3,5,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,Y,Y,,Y,,,4,3,1,5,2,6,3,516.16
1297,19,A1,5,7,2,1,9,1,1,NA,5,1,A2,,Y,,,,,A2,19,19,1,3,A2,A1,A1,A4,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,9,A2,9,A3,9,A2,9,A2,9,A3,9,A3,9,A3,9,2,1,2,,Y,Y,,Y,,,5,4,1,3,2,1,6,972.96
1299,22,A2,3,6,4,2,5,2,1,NA,5,1,A1,,Y,,,,,A2,22,22,2,3,A2,A1,A2,A3,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,8,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,2,1,,Y,,,Y,,,5,4,1,3,2,3,1,579.31
1301,26,A1,3,6,2,1,6,3,1,NA,5,1,A3,Y,Y,,,,,A2,26,5,4,10,A2,A1,A1,A3,2,NA,1,1,NA,A2,8,A2,8,A2,8,A2,7,A3,8,A3,8,A3,8,A3,8,A2,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,,,Y,,,,,4,1,2,5,3,4,1,875.64
1302,7,A2,6,7,10,2,8,6,3,2,6,1,A2,,Y,,,,,A1,7,9,2,2,A1,A1,A1,A1,1,NA,1,1,NA,A3,10,A3,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,Y,,Y,,,5,4,1,3,2,7,2,713.65
1303,24,A2,2,4,7,1,3,6,1,NA,5,1,A2,,,,,,Y,A3,24,24,1,2,A3,A2,A2,A1,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A3,10,A2,10,A3,5,A2,10,A2,9,A3,3,A3,10,A3,9,2,1,2,Y,,,,,,,1,2,5,3,4,3,1,486.34
1306,7,A2,5,6,2,2,8,5,3,1,4,1,A1,,Y,,,,,A2,7,27,3,7,A1,A1,A2,A3,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,1,1,Y,,Y,,Y,,,5,2,1,4,3,2,2,691.29
1307,7,A2,6,7,1,2,9,4,3,2,5,1,A1,,Y,,,,,A3,7,11,4,10,A1,A1,A1,A2,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A2,6,A3,7,A2,7,A3,8,A2,9,A3,8,A3,9,A2,10,2,2,2,,Y,Y,Y,Y,,,1,5,4,2,3,1,1,499.77
1308,6,A2,5,7,3,1,7,3,1,NA,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,3,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,9,A3,10,A2,10,A2,10,A3,8,A3,9,A3,6,2,1,2,Y,Y,Y,,Y,,,5,2,1,4,3,6,1,445.73
1309,7,A2,6,7,6,2,6,4,4,1,6,1,A1,,Y,,,,,A6,7,9,1,1,A1,A1,A1,A2,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,1,,,,,Y,,,1,4,5,2,3,4,2,477.62
1312,7,A2,4,7,1,2,6,4,3,1,6,1,A1,,Y,,,,,A2,7,9,2,3,A1,A1,A1,A1,2,NA,1,1,NA,A3,10,A2,9,A3,9,A2,8,A3,9,A2,9,A3,9,A3,9,A2,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,1,Y,,Y,,Y,,,5,3,4,1,2,6,6,546.49
1314,6,A2,4,6,1,2,6,4,3,1,2,1,A1,,,,,,Y,A1,6,6,3,7,A1,A1,A2,A2,NA,1,2,1,NA,A3,10,A2,10,A3,7,A2,10,A3,10,A2,7,A3,10,A3,10,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,Y,,Y,,Y,,,4,3,1,5,2,5,1,625.23
1315,24,A1,5,7,1,2,7,2,1,NA,4,1,A3,Y,Y,,,,,A1,24,24,3,6,A1,A1,A2,A3,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A2,9,A2,8,A2,8,A3,8,A2,9,A3,10,A3,9,A2,9,2,2,2,,,,,Y,,,5,2,1,4,3,4,1,676.92
1319,24,A2,3,6,2,2,6,3,3,1,7,1,A1,,Y,,,,,A2,24,23,3,5,A2,A1,A2,A3,2,NA,1,1,NA,A3,10,A3,10,A2,10,A2,10,A3,10,A3,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,,Y,,Y,,,3,1,5,2,4,4,1,387.95
1321,6,A1,5,7,2,1,6,3,1,NA,3,1,A1,,,,,,Y,A1,6,6,1,1,A2,A1,A2,A1,NA,2,2,1,NA,A3,9,A2,9,A3,9,A2,9,A3,9,A2,9,A3,9,A3,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,,Y,Y,,,,,5,1,2,4,3,8,1,656.83
1322,26,A2,6,6,3,2,6,5,3,2,1,1,A1,Y,Y,,,,,A1,26,26,1,1,A1,A1,A1,A1,NA,1,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,8,A2,8,A3,8,A2,8,A2,8,A2,8,A3,8,A3,8,2,2,1,Y,,Y,Y,,,,5,1,2,3,4,5,2,776.54
1324,24,A2,3,6,4,2,8,1,1,NA,2,1,A1,,Y,,,,,A1,24,24,1,1,A1,A1,A2,A3,1,NA,1,1,NA,A3,7,A2,7,A2,7,A2,5,A3,10,A2,10,A3,7,A3,10,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,Y,Y,Y,,,,,5,4,2,3,1,5,1,1283.76
1325,3,A1,5,7,10,1,1,1,3,2,7,1,A3,,Y,,,,,A2,3,21,7,7,A2,A1,A3,A4,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,2,A3,2,A2,1,A2,1,A2,2,A2,2,A2,2,A2,2,A3,2,1,2,2,,,Y,Y,Y,,,5,2,1,3,4,1,1,836.95
1329,6,A2,5,6,3,2,8,5,4,1,6,1,A1,,Y,Y,,,,A3,6,16,5,8,A2,A1,A1,A2,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,8,A2,9,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,1,1,,Y,Y,,Y,,,5,2,1,4,3,5,1,706.84
1330,24,A1,4,7,1,1,6,1,1,NA,2,1,A1,Y,Y,,,,,A1,24,24,2,2,A1,A1,A2,A4,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,10,A2,9,A3,9,A2,10,A3,10,A3,10,A2,10,1,1,2,,,Y,Y,Y,,,5,2,1,3,4,2,1,804.09
1331,19,A1,6,6,3,2,8,4,4,1,5,1,A3,Y,Y,Y,,,,A2,19,19,2,3,A2,A1,A1,A1,2,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,7,A2,9,A3,9,A2,10,A3,9,A3,10,A3,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,,Y,Y,,,5,1,2,4,3,4,2,694.94
1332,24,A2,4,6,1,1,6,1,1,NA,7,1,A3,Y,Y,,,,,A1,24,24,4,8,A2,A1,A1,A4,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A3,10,A2,10,A2,10,A2,10,A2,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,Y,Y,Y,,,,,5,4,1,3,2,2,1,540.15
1333,11,A2,6,7,3,2,7,3,4,2,1,1,A1,,,,,,Y,A1,11,11,2,2,A1,A1,A2,A3,NA,1,2,1,NA,A2,7,A3,8,A2,6,A2,8,A3,9,A2,10,A3,9,A3,10,A2,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,,,Y,,,5,3,2,4,1,5,2,712.05
1335,7,A2,5,6,1,2,6,5,4,2,7,1,A1,,,,,,Y,A3,7,26,4,10,A1,A1,A1,A1,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A2,7,A2,7,A2,7,A2,7,A2,7,A3,7,A3,7,A2,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,Y,,,,5,2,1,4,3,7,1,459.76
1336,24,A2,6,7,3,2,8,2,3,2,4,3,A1,,Y,,,,,A3,24,7,5,10,A1,A1,A1,A1,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,Y,Y,Y,,,5,2,1,4,3,2,2,645.6
1337,24,A2,3,7,1,2,5,3,2,1,7,1,A1,,,,,Y,,A2,24,23,3,6,A3,A1,A1,A4,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A2,10,A2,10,A3,10,A3,10,A3,10,A2,10,2,2,1,,,Y,Y,Y,,,1,3,5,2,4,1,2,557.02
1339,9,A2,3,7,10,3,3,2,1,NA,4,3,A3,Y,,,,,,A5,9,9,1,1,A1,A1,A2,A4,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,8,A3,8,A2,8,A3,9,A2,9,A2,9,A2,9,A2,9,A3,9,1,2,2,Y,Y,Y,,Y,,,3,5,4,2,1,4,1,682.7
1341,6,A2,4,7,1,2,8,7,2,1,6,1,A1,,Y,Y,,,,A2,6,6,2,3,A3,A1,A2,A3,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,9,A2,9,A2,10,A3,10,A2,10,A3,10,A3,10,A2,9,1,2,1,,Y,Y,,Y,,,5,4,2,1,3,4,1,769.28
1343,18,A2,4,7,3,2,6,5,3,1,2,1,A1,Y,Y,,,,,A1,18,18,2,2,A1,A1,A1,A3,2,NA,1,1,NA,A2,9,A3,8,A2,8,A3,9,A2,8,A3,9,A2,9,A3,6,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,2,,,Y,Y,Y,,,5,1,2,4,3,5,4,938.96
1345,7,A1,5,7,3,2,7,4,2,1,7,1,A2,,,,,,Y,A3,7,19,5,10,A1,A1,A1,A2,2,NA,1,1,NA,A2,10,A2,9,A2,9,A2,9,A3,9,A2,9,A3,9,A2,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,Y,Y,,,5,4,1,2,3,7,2,786.31
1347,6,A2,4,6,4,2,6,3,1,NA,5,1,A1,,Y,,,,,A2,6,16,3,2,A2,A1,A2,A2,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,9,A3,9,A3,10,A3,10,A3,10,A3,10,A2,10,2,2,2,,Y,Y,,Y,,,1,3,4,2,5,8,2,868.96
1348,23,A2,4,7,4,2,6,2,2,1,5,1,A1,,Y,,,,,A2,23,23,3,5,A1,A1,A1,A3,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,8,A2,10,A2,10,A3,9,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,,Y,,,1,4,5,3,2,3,1,589.77
1350,23,A2,3,6,2,2,6,2,1,NA,4,1,A3,Y,Y,,,,,A1,23,23,5,10,A1,A1,A1,A3,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,5,A3,9,A2,9,A3,9,A2,9,A2,9,A3,9,A3,9,A2,4,2,1,2,,Y,Y,,Y,,,5,4,1,3,2,4,1,533.46
1351,6,A2,4,7,3,1,7,1,1,NA,4,1,A1,,Y,,,,,A2,6,6,1,2,A3,A1,A2,A4,1,NA,1,1,NA,A2,9,A3,8,A2,8,A3,8,A2,8,A3,9,A2,7,A2,7,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,,Y,Y,Y,,,,5,1,2,4,3,5,1,636.91
1352,6,A1,5,7,3,2,8,4,3,1,7,1,A3,,,,,,Y,A3,6,6,1,2,A2,A1,A2,A4,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,8,A2,10,A2,10,A3,10,A2,9,A3,10,A3,10,A2,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,5,4,1,3,2,5,1,669.72
1353,9,A2,2,6,1,1,5,4,1,NA,4,3,A3,Y,,,,,,A3,9,9,2,2,A2,A1,A2,A4,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A3,8,A3,7,A3,6,A3,7,A2,10,A3,10,A3,10,A3,4,2,1,2,Y,Y,Y,Y,Y,,,1,2,3,5,4,3,1,700.38
1354,11,A2,5,7,4,2,7,2,1,NA,3,3,A1,,Y,,,,,A1,11,11,1,2,A3,A2,A2,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A2,6,A2,8,A2,7,A2,7,A2,8,A3,7,A3,8,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,,Y,Y,Y,,,5,3,1,4,2,4,2,1094.77
1356,6,A2,3,7,1,2,6,2,1,NA,3,1,A1,Y,Y,,,,,A1,6,6,2,3,A2,A1,A2,A2,1,NA,1,1,NA,A3,6,A3,5,A2,6,A2,6,A3,6,A2,6,A3,6,A3,9,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,5,2,1,4,3,3,1,953.26
1357,24,A2,3,6,10,1,5,1,1,NA,3,1,A1,,,,,,Y,A3,24,24,1,1,A2,A2,A2,A3,2,NA,1,1,NA,A3,10,A3,7,A2,8,A2,6,A3,7,A2,9,A3,8,A3,10,A2,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,Y,Y,Y,,,,,5,2,1,3,4,5,1,624.39
1358,11,A2,6,7,1,2,7,3,2,1,2,1,A1,Y,Y,,,,,A1,5,11,5,10,A1,A1,A1,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,9,A2,9,A2,10,A2,10,A3,9,A2,9,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,Y,Y,,,,5,4,1,3,2,3,1,911.89
1360,26,A2,6,1,6,2,5,2,2,2,1,1,A1,,,,,,Y,A1,26,26,3,6,A3,A1,A1,A1,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,5,A2,1,A2,10,A2,10,A2,10,A3,10,A2,10,A2,10,A3,10,1,2,1,,,Y,,Y,Y,,5,2,3,4,1,4,3,1954.01
1361,26,A2,3,7,7,1,4,11,1,NA,6,1,A2,Y,,Y,,,,A1,26,26,1,2,A1,A1,A1,A1,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A3,10,A2,10,A2,10,A2,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,,Y,,Y,,5,2,1,3,4,8,1,1072.65
1363,11,A2,6,5,6,2,7,5,3,2,3,3,A1,Y,,,,,,A2,11,11,5,8,A2,A1,A2,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,10,A2,10,A3,10,A3,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,,Y,,Y,,,5,4,1,3,2,6,2,662.36
1364,5,A2,3,6,1,2,6,2,1,NA,4,1,A1,Y,,,,,,A3,5,5,2,3,A2,A2,A2,A2,NA,1,2,1,NA,A3,8,A3,9,A3,9,A3,9,A2,9,A3,9,A2,9,A3,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,Y,Y,Y,,,,,1,4,5,3,2,7,1,1001.23
1367,11,A2,7,7,4,2,7,1,3,2,2,1,A1,,Y,,,,,A1,11,11,1,2,A1,A1,A1,A1,2,NA,1,1,NA,A3,10,A2,7,A2,5,A2,10,A3,6,A2,7,A3,9,A3,10,A2,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,,,Y,,,5,3,1,4,2,2,2,1242.08
1368,26,A1,7,6,2,2,7,2,3,2,7,1,A3,,,,,Y,,A2,26,26,1,2,A2,A1,A1,A1,NA,1,2,1,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,Y,,Y,,,2,1,1,1,1,5,1,1273.97
1373,16,A2,4,7,2,2,6,5,4,1,5,1,A1,,Y,,,,,A3,16,11,5,10,A1,A1,A1,A3,2,NA,1,1,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,1,3,5,2,4,4,1,609.48
1376,7,A1,2,6,1,1,5,2,1,NA,6,4,,Y,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,1,1,A3,10,A2,10,A2,7,A2,7,A3,10,A2,10,A3,10,A3,10,A3,5,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,,,,,,5,3,1,4,2,5,1,627.6
1379,11,A2,4,6,4,2,6,4,3,1,3,1,A3,,Y,,,,,A1,11,19,5,10,A1,A1,A1,A3,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,10,A2,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,2,2,,Y,,Y,Y,,,5,1,2,4,3,4,2,1218.19
1380,24,A1,4,7,1,2,5,4,3,1,4,1,A3,Y,,,,,,A3,24,24,2,4,A2,A1,A2,A3,2,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,7,A2,10,A2,10,A3,8,A2,9,A3,9,A3,10,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,Y,Y,,,5,3,4,1,2,3,6,848.28
1382,19,A2,5,6,10,2,4,3,2,2,4,1,A1,Y,,,,Y,,A1,19,19,1,3,A1,A1,A1,A1,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,7,A3,7,A3,7,A3,8,A2,7,A2,7,A3,8,A2,8,A3,8,2,2,2,Y,Y,,Y,Y,,,1,3,2,4,5,3,1,948.76
1383,7,A2,5,7,3,2,8,3,3,2,5,1,A3,,Y,,,,,A3,7,9,2,2,A1,A1,A1,A1,NA,2,2,1,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,1,,,Y,,Y,,,5,1,2,4,3,5,1,897.48
1384,8,A2,4,7,1,2,8,4,3,1,6,1,A3,,Y,Y,,,,A5,8,19,3,7,A2,A2,A1,A2,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,8,A2,9,A2,8,A3,7,A2,8,A3,9,A3,9,A2,6,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,,,Y,,,5,3,2,4,1,4,6,1102.68
1386,7,A2,5,6,3,2,8,3,3,2,7,1,A1,Y,Y,,,,,A2,7,12,5,10,A1,A1,A1,A2,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,1,2,2,,,,,Y,,,5,1,2,4,3,6,1,1007.93
1387,7,A2,5,6,3,2,8,5,4,1,4,1,A1,,,,,,Y,A5,7,9,2,4,A1,A1,A1,A1,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,2,2,1,,,Y,Y,,,,4,3,2,5,1,8,1,424.02
