ID,DSE01,DSE02,DSE03,DSE04,DSE05,DSE06,DSE07,DSE08,DSE09,DSE10,HAB01,HAB02,HAB03,HAB041,HAB042,HAB043,HAB044,HAB045,HAB046,ULV01,ULV02,ULV03,UVL04,ULV05,ULV06,ULV07,ULV08,ULV09,ACD1,ACD02,RAN01,RAN02,RAN03,JOG101,CAP101,JOG102,CAP102,JOG103,CAP103,JOG104,CAP104,JOG105,CAP105,JOG106,CAP106,JOG107,CAP107,JOG108,CAP108,JOG109,CAP109,JOG201,CAP201,JOG202,CAP202,JOG203,CAP203,JOG204,CAP204,JOG205,CAP205,JOG206,CAP206,JOG207,CAP207,JOG208,CAP208,JOG209,CAP209,JOG301,CAP301,JOG302,CAP302,JOG303,CAP303,JOG304,CAP304,JOG305,CAP305,JOG306,CAP306,JOG307,CAP307,JOG308,CAP308,JOG309,CAP309,DEB01,DEB02,DEB03,COM011,COM012,COM013,COM014,COM015,COM016,COM017,COM021,COM022,COM023,COM024,COM025,COM03,FNT01,interviewtime
228,26,A2,4,6,8,2,5,3,1,NA,3,1,A3,Y,Y,,,,,A2,26,19,3,4,A2,A1,A1,A1,2,NA,1,1,NA,A3,10,A3,10,A2,10,A2,10,A3,8,A3,10,A3,10,A3,10,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,Y,,Y,,,5,3,1,4,2,6,1,945.18
229,11,A2,2,6,2,1,7,4,1,NA,5,1,A3,Y,,,,,,A3,11,11,2,3,A2,A1,A1,A2,2,NA,1,1,NA,A3,10,A3,7,A3,6,A2,8,A3,9,A3,9,A3,9,A3,9,A2,6,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,Y,,Y,,,5,3,1,4,2,7,1,662.06
231,26,A1,3,6,7,1,5,3,1,NA,6,1,A2,Y,Y,,,,,A3,26,26,3,6,A2,A1,A1,A2,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,5,A3,5,A2,5,A3,10,A2,10,A3,10,A2,10,A2,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,,,Y,Y,,,,5,3,2,4,1,3,1,1514.05
232,26,A2,3,6,1,1,5,1,1,NA,7,1,A1,,,,,,Y,A2,26,24,4,7,A1,A1,A1,A1,NA,2,2,1,NA,A3,10,A2,7,A2,8,A3,7,A2,7,A2,8,A2,8,A3,8,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,Y,Y,,,5,3,4,2,1,5,1,703.67
233,8,A1,4,7,3,2,6,4,3,1,2,1,A3,Y,,,,Y,,A3,8,8,1,1,A2,A1,A1,A3,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A3,7,A2,9,A3,8,A2,8,A2,8,A2,8,A2,8,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,,,,,5,4,1,3,2,6,1,1257.19
234,8,A2,5,6,2,1,9,2,1,NA,4,1,A3,,Y,,,,,A1,8,8,1,1,A2,A1,A1,A3,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,10,A2,9,A3,6,A2,8,A2,9,A3,9,A3,10,A3,9,2,1,2,,Y,Y,,Y,,,1,4,5,2,3,4,1,537.08
236,8,A1,5,7,2,2,8,4,3,1,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,2,1,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,8,A2,9,A2,10,A3,10,A2,10,A3,10,A3,10,A2,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,,,Y,,Y,,,5,1,2,3,4,5,2,387.41
237,8,A1,7,5,6,2,5,2,5,2,6,1,A1,Y,Y,,,,,A3,8,8,1,1,A3,A1,A1,A3,1,NA,1,1,NA,A3,10,A3,9,A2,9,A3,9,A2,9,A3,9,A2,9,A3,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,1,,Y,,Y,Y,,,5,3,1,2,4,2,1,811.66
238,26,A1,2,6,7,1,3,1,1,NA,4,1,A2,Y,Y,,,,,A3,26,24,7,1,A1,A1,A1,A2,2,NA,1,1,NA,A3,6,A3,8,A2,8,A3,7,A2,6,A3,6,A2,9,A3,6,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,,Y,,,,1,4,5,3,2,6,1,620.21
239,26,A2,3,5,2,1,9,4,1,NA,1,1,A1,,,,,,Y,A1,26,19,4,9,A1,A1,A1,A3,1,NA,1,1,NA,A3,6,A3,10,A2,8,A3,8,A2,7,A2,8,A2,9,A3,9,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,Y,,Y,,,5,4,1,3,2,1,1,898.63
241,8,A2,5,7,1,2,8,5,3,1,7,1,A1,Y,Y,,,,,A1,8,19,3,7,A2,A2,A1,A3,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,6,A3,9,A2,10,A3,10,A2,9,A3,10,A2,9,A3,8,A3,8,2,2,1,,Y,,Y,Y,,,5,3,1,4,2,5,1,612.51
244,7,A2,4,6,3,2,8,3,3,1,5,1,A1,,Y,,,,,A3,7,11,3,4,A3,A1,A1,A2,NA,2,2,1,NA,A3,10,A2,8,A3,7,A2,7,A3,7,A3,7,A3,7,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,,,,,,1,4,5,2,3,1,1,492.06
245,7,A2,4,7,3,2,8,5,3,1,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,1,1,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,,,Y,,Y,,,5,1,2,4,3,6,1,585.99
246,26,A2,3,7,1,2,6,2,1,NA,1,1,A1,,,,,Y,,A1,26,26,1,2,A1,A1,A1,A1,NA,1,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,9,A2,9,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,1,1,,Y,Y,,Y,,,5,4,1,2,3,6,1,647.1
247,8,A2,5,6,3,2,7,5,3,1,7,1,A1,,Y,,,,,A1,8,19,4,6,A3,A1,A1,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,Y,Y,Y,,Y,,,3,5,1,2,4,5,1,984.93
250,7,A2,4,7,3,1,7,1,2,2,5,1,A3,,Y,,,,,A1,7,9,2,5,A1,A1,A1,A3,NA,1,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,3,A3,3,A2,3,A3,3,A2,3,A2,3,A3,5,A3,5,A3,5,2,2,1,,Y,Y,,Y,,,5,2,1,4,3,2,1,898.44
251,7,A2,2,5,8,1,5,6,1,NA,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,NA,1,2,1,2,A3,8,A3,7,A2,7,A3,7,A2,5,A3,9,A3,7,A3,10,A3,6,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,,Y,Y,,Y,,,4,5,1,2,3,4,2,298.52
252,8,A1,5,6,1,1,9,3,1,NA,6,1,A1,Y,Y,,,,,A3,8,26,5,10,A1,A1,A1,A3,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,6,A3,7,A3,7,A2,7,A3,7,A2,7,A3,8,A3,8,A2,7,1,1,2,,Y,,Y,Y,,,5,1,2,4,3,4,6,644.64
254,7,A1,4,7,3,2,7,7,5,1,5,1,A1,,,,,,Y,A3,7,11,4,8,A3,A1,A1,A4,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,5,A2,10,A2,8,A3,10,A2,10,A3,10,A3,10,A2,7,2,1,1,,Y,Y,,Y,,,5,1,2,4,3,2,1,1060.72
255,7,A1,6,7,3,2,7,4,3,2,7,1,A2,,Y,,,,,A2,7,9,2,1,A2,A1,A2,A1,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A2,9,A2,9,A2,8,A3,9,A3,9,A3,9,A3,9,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,Y,,Y,,Y,,,5,4,1,2,3,5,1,806.45
256,7,A2,3,6,10,1,5,5,1,NA,4,1,A1,Y,Y,,,,,A1,7,27,4,5,A1,A1,A2,A3,2,NA,1,1,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,1,Y,Y,Y,,Y,,,2,3,1,4,5,4,1,535.39
261,7,A2,5,6,3,2,7,4,3,1,5,1,A3,,,,,,Y,A3,7,19,5,10,A2,A1,A1,A3,NA,1,2,1,NA,A3,10,A3,10,A2,10,A3,6,A2,6,A3,9,A3,7,A3,10,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,,Y,,Y,,,5,2,3,1,4,5,1,794.69
263,7,A1,3,7,3,1,7,1,1,NA,5,1,A3,,Y,Y,,,,A3,7,26,4,9,A1,A1,A1,A2,2,NA,1,1,NA,A3,10,A3,10,A2,5,A3,9,A3,7,A3,8,A2,9,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,Y,Y,Y,,,,,3,2,1,5,4,6,1,762.73
264,8,A1,5,6,4,2,6,2,2,1,2,1,A1,,Y,,,,,A1,8,8,2,2,A1,A1,A1,A3,2,NA,1,1,NA,A3,6,A2,7,A2,7,A2,8,A3,7,A3,7,A3,8,A3,8,A2,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,,,,,Y,,,1,4,2,3,5,6,1,835.03
267,7,A2,3,6,1,2,6,2,1,NA,6,1,A3,Y,Y,,,,,A2,7,19,4,10,A1,A1,A1,A2,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A3,9,A2,7,A3,10,A2,9,A2,9,A2,8,A3,9,A3,9,2,2,2,,Y,Y,,Y,,,1,3,4,5,2,4,2,498.64
268,6,A2,3,6,8,1,7,3,1,NA,5,1,A2,,Y,,,,,A2,6,6,1,2,A2,A1,A2,A2,NA,2,2,1,NA,A3,10,A3,10,A2,10,A2,6,A3,9,A3,9,A2,8,A3,10,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,Y,,Y,,,5,2,1,4,3,6,1,432
269,7,A2,3,7,3,1,6,1,1,NA,5,1,A3,,Y,,,,,A1,7,9,3,7,A1,A1,A1,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A3,5,A2,10,A3,8,A2,7,A2,8,A3,9,A3,8,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,Y,,,,2,4,5,1,3,2,1,452.29
271,7,A1,5,7,6,2,7,2,1,NA,7,1,A2,,Y,,,,,A2,7,9,1,2,A1,A1,A1,A3,2,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,8,A2,8,A3,8,A2,8,A3,8,A3,8,A3,8,A2,8,A2,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,Y,,Y,,Y,,,5,3,1,4,2,6,1,353.91
272,8,A2,4,7,2,1,6,1,1,NA,4,1,A1,,,,,,Y,A1,8,19,4,10,A1,A1,A1,A4,1,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,1,A2,1,A3,2,A2,1,A3,1,A2,3,A3,1,A3,1,A2,1,1,1,2,,,Y,Y,Y,,,5,1,2,4,3,1,2,3386.11
273,5,A2,3,4,1,2,5,2,1,NA,5,1,A3,,,,,,Y,A1,5,5,1,2,A1,A1,A2,A3,NA,2,2,1,NA,A3,7,A3,7,A2,7,A2,7,A2,7,A2,8,A2,7,A3,7,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,,Y,Y,Y,,,,5,2,1,3,4,1,1,437.44
274,7,A2,4,6,3,1,7,6,1,NA,6,1,A1,,Y,,,,,A2,16,2,1,2,A2,A1,A2,A3,2,NA,1,1,NA,A3,9,A3,10,A2,8,A3,8,A3,9,A2,9,A2,8,A3,9,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,Y,Y,Y,,,,2,4,5,1,3,7,2,857.83
276,7,A2,4,7,3,2,8,3,3,1,6,1,A1,,Y,,,,,A2,7,17,5,10,A1,A1,A2,A3,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,7,A3,7,A2,7,A3,8,A2,8,A3,7,A2,8,A2,8,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,Y,Y,,,,1,5,4,3,2,5,1,421.83
277,5,A2,6,7,3,2,8,4,3,2,2,1,A1,,Y,,,,,A1,5,8,3,5,A2,A1,A1,A3,NA,2,2,1,NA,A3,10,A3,9,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,Y,,Y,,Y,,,5,3,1,4,2,3,2,509.38
278,7,A1,5,7,3,2,6,5,3,1,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,2,NA,1,1,1,A3,10,A2,8,A3,8,A2,7,A3,8,A2,8,A3,7,A3,7,A2,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,Y,Y,Y,Y,Y,,,4,2,1,5,3,5,2,665.17
279,7,A2,3,6,1,1,4,1,1,NA,7,1,A1,,,,,,Y,A2,7,5,4,6,A1,A2,A2,A3,1,NA,1,1,NA,A3,8,A3,8,A2,7,A2,7,A3,7,A3,7,A3,6,A3,7,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,,Y,Y,Y,,,5,3,1,4,2,3,6,1138.47
280,7,A2,4,6,1,1,5,1,1,NA,5,1,A1,Y,Y,,,,,A2,7,9,1,1,A3,A1,A2,A4,1,NA,1,1,NA,A3,10,A2,10,A3,7,A2,10,A3,10,A3,10,A2,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,Y,,,,5,2,1,4,3,1,2,553.17
281,7,A2,3,5,7,1,4,4,1,NA,7,1,A2,,,,,,Y,A2,7,9,1,3,A2,A1,A2,A2,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,7,A2,7,A2,7,A3,6,A3,7,A3,7,A3,9,A2,6,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,2,2,Y,,Y,,Y,,,5,1,2,4,3,5,2,663.43
282,10,A2,4,7,3,2,8,4,3,1,6,1,A1,,,,,,Y,A2,10,7,5,10,A2,A1,A2,A2,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,5,1,2,4,3,5,1,609.09
283,7,A2,7,6,3,3,7,4,5,1,1,3,A1,,,,,,Y,A3,7,9,1,1,A1,A2,A2,A1,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,1,2,Y,Y,,,Y,,,4,3,2,5,1,7,1,582.56
286,10,A2,4,7,3,2,7,3,2,1,4,1,A1,Y,Y,,,,,A2,10,6,5,10,A1,A1,A2,A3,NA,1,2,1,NA,A3,8,A3,8,A3,8,A2,9,A3,9,A2,9,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,Y,,,Y,,5,3,1,4,2,6,2,425.16
287,7,A2,6,7,6,2,7,3,4,2,7,1,A1,,Y,,,,,A2,7,9,2,3,A2,A1,A1,A1,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,7,A2,7,A2,7,A2,7,A3,7,A2,7,A3,7,A3,7,A3,7,2,1,2,,Y,Y,,Y,,,5,3,2,4,1,4,1,1191.55
288,7,A2,2,3,4,1,7,5,1,NA,4,1,A3,,Y,,,,,A1,7,9,3,4,A2,A1,A2,A4,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,8,A2,7,A2,10,A3,9,A3,9,A3,6,A3,10,A3,8,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,Y,Y,Y,,Y,,,5,3,1,4,2,2,1,932.37
289,10,A1,4,7,3,1,6,2,1,NA,5,1,A3,Y,Y,,Y,,,A2,10,17,2,5,A3,A1,A2,A4,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A2,8,A2,9,A3,6,A2,7,A3,8,A2,8,A3,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,Y,,Y,Y,,,4,3,1,5,2,6,1,316.33
293,7,A2,2,5,1,1,5,4,1,NA,7,1,A2,,Y,,,,,A2,7,9,2,2,A2,A1,A1,A1,1,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A2,8,A2,9,A2,8,A2,9,A2,9,A2,8,A2,9,A3,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,Y,Y,Y,,,,5,4,1,3,2,5,1,1534.16
294,7,A1,6,7,6,3,7,1,4,2,4,1,A1,Y,Y,,,,,A3,7,11,3,4,A1,A1,A1,A3,2,NA,1,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A2,9,A3,8,A2,8,A3,8,A2,9,A3,9,A3,9,A2,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,Y,,Y,,,5,1,2,3,4,9,2,696.4
295,7,A2,7,6,6,3,9,1,4,2,2,3,A1,,Y,,,,,A2,7,1,5,10,A1,A1,A1,A3,NA,2,2,1,NA,A3,10,A3,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,1,Y,,Y,,Y,,,5,4,1,2,3,4,1,1068.16
296,26,A2,5,4,1,3,5,1,1,NA,1,4,,,,,,Y,,,NA,NA,NA,NA,,,,,1,NA,1,3,2,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A2,10,A3,10,2,1,1,,,,,,,,2,3,1,5,4,2,1,480.8
297,7,A1,3,7,9,2,5,3,2,1,6,4,,,Y,,,,,,NA,NA,NA,NA,,,,,2,NA,1,1,1,A3,5,A3,9,A2,8,A3,6,A2,8,A3,9,A2,6,A3,8,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,2,,,,,,,,4,5,1,3,2,2,1,390.05
298,5,A2,4,7,4,3,7,6,1,NA,1,1,A1,Y,Y,,,,,A2,5,8,3,8,A1,A1,A1,A4,NA,1,2,1,NA,A3,9,A3,10,A2,10,A3,10,A2,10,A3,10,A2,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,Y,Y,Y,,,5,4,1,2,3,4,1,494.87
299,7,A2,7,6,3,2,7,2,1,NA,5,3,A1,,Y,,,,,A3,7,26,4,6,A1,A1,A1,A3,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A3,8,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,2,1,,Y,Y,,Y,,,5,3,1,4,2,6,1,724.01
301,8,A1,6,7,2,2,9,7,4,2,8,NA,,,,,,,,,NA,NA,NA,NA,,,,,NA,1,2,1,2,A3,8,A2,9,A3,9,A2,9,A3,9,A2,9,A3,9,A3,9,A2,9,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1,1,2,Y,Y,Y,Y,Y,,,5,2,1,4,3,1,6,608.32
304,8,A2,6,7,2,2,8,1,3,2,2,1,A1,,Y,,,,,A1,8,8,2,3,A1,A2,A1,A3,NA,1,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A2,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,Y,Y,,Y,,,5,2,1,3,4,1,2,555.48
306,7,A2,4,7,3,2,8,4,3,1,7,1,A1,,,,,,Y,A3,7,17,5,10,A2,A2,A2,A2,2,NA,1,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A2,10,A3,10,A3,10,A3,10,A3,10,A2,10,2,2,1,,Y,Y,Y,,,,4,2,1,5,3,6,2,752.29
307,24,A1,6,6,3,3,6,1,3,2,6,4,,,Y,,,,,,NA,NA,NA,NA,,,,,2,NA,1,1,2,A3,10,A3,10,A2,10,A3,10,A2,10,A2,10,A3,10,A3,10,A3,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,,,,,,,5,4,2,1,3,4,6,704.87
309,19,A2,5,7,9,2,1,2,2,2,5,1,A1,,Y,,,,,A6,19,26,2,4,A1,A1,A1,A1,NA,2,2,2,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A3,9,A2,10,A2,7,A2,5,A2,8,A3,7,A3,10,A3,7,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,2,,,Y,Y,,,,5,3,1,4,2,3,2,777.7
310,26,A2,3,6,7,1,6,2,1,NA,4,1,A3,Y,Y,,,,,A3,26,26,2,3,A2,A1,A1,A1,NA,2,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,8,A3,8,A2,7,A3,6,A2,7,A2,10,A3,8,A3,7,A3,5,2,2,2,Y,Y,Y,Y,Y,,,5,3,1,4,2,4,1,486.95
311,11,A2,5,6,4,2,6,4,3,1,6,1,A1,Y,Y,,,,,A3,11,19,3,7,A1,A1,A1,A2,NA,1,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,10,A3,10,A2,10,A2,10,A3,10,A2,10,A3,10,A3,10,A2,10,2,2,1,,Y,Y,,Y,,,5,1,3,4,2,3,1,587.32
312,8,A2,3,6,2,1,6,4,1,NA,1,1,A1,Y,Y,,,,,A1,8,8,1,2,A1,A2,A1,A3,1,NA,1,1,NA,A3,8,A2,8,A3,8,A2,10,A3,10,A2,10,A3,8,A3,9,A2,10,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2,1,1,,,Y,,Y,,,5,1,2,3,4,3,2,450.09
313,7,A1,3,6,2,1,6,5,1,NA,5,1,A2,,Y,,,,,A2,7,9,1,1,A3,A1,A1,A1,NA,1,2,3,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,A3,9,A3,10,A2,10,A2,5,A2,10,A2,10,A3,10,A3,10,A2,5,2,2,2,,Y,,Y,Y,,,5,1,3,4,2,5,1,746.85
